,Channel1,Channel2,Channel3,Channel4
735,0.08,0.16,-0.08,-0.24
736,0,0.16,-0.16,-0.32
737,0.08,0.16,-0.08,-0.24
738,0,0.16,-0.16,-0.32
739,0.08,0.16,-0.08,-0.24
740,0,0.16,-0.16,-0.32
741,0.08,0.16,-0.08,-0.24
742,0,0.16,-0.16,-0.32
743,0.08,0.16,-0.08,-0.24
744,0,0.16,-0.16,-0.32
745,0.08,0.16,-0.08,-0.24
746,0,0.16,-0.16,-0.32
747,0.08,0.16,-0.08,-0.24
748,0,0.16,-0.16,-0.32
749,0.08,0.16,-0.08,-0.24
750,0,0.16,-0.16,-0.32
751,0.08,0.16,-0.08,-0.24
752,0,0.16,-0.16,-0.32
753,0.08,0.16,-0.08,-0.24
754,0,0.16,-0.16,-0.32
755,0.08,0.16,-0.08,-0.24
756,0,0.16,-0.16,-0.32
757,0.08,0.16,-0.08,-0.24
758,0,0.16,-0.16,-0.32
759,0.08,0.16,-0.08,-0.24
760,0,0.16,-0.16,-0.32
761,0.08,0.16,-0.08,-0.24
762,0,0.16,-0.16,-0.32
763,0.08,0.16,-0.08,-0.24
764,0,0.16,-0.16,-0.32
765,0.08,0.16,-0.08,-0.24
766,0,0.16,-0.16,-0.32
767,0.08,0.16,-0.08,-0.24
768,0,0.16,-0.16,-0.32
769,0.08,0.16,-0.08,-0.24
770,0,0.16,-0.16,-0.32
771,0.08,0.16,-0.08,-0.24
772,0,0.16,-0.16,-0.32
773,0.08,0.16,-0.08,-0.24
774,0,0.16,-0.16,-0.32
775,0.08,0.16,-0.08,-0.24
776,0,0.16,-0.16,-0.32
777,0.08,0.16,-0.08,-0.24
778,0,0.16,-0.16,-0.32
779,0.08,0.16,-0.08,-0.24
780,0,0.16,-0.16,-0.32
781,0.08,0.16,-0.08,-0.24
782,0,0.16,-0.16,-0.32
783,0.08,0.16,-0.08,-0.24
784,0,0.16,-0.16,-0.32
785,0.08,0.16,-0.08,-0.24
786,0,0.16,-0.16,-0.32
787,0.08,0.16,-0.08,-0.24
788,0,0.16,-0.16,-0.32
789,0.08,0.16,-0.08,-0.24
790,0,0.16,-0.16,-0.32
791,0.08,0.16,-0.08,-0.24
792,0,0.16,-0.16,-0.32
793,0.08,0.16,-0.08,-0.24
794,0,0.16,-0.16,-0.32
795,0.08,0.16,-0.08,-0.24
796,0,0.16,-0.16,-0.32
797,0.08,0.16,-0.08,-0.24
798,0,0.16,-0.16,-0.32
799,0.08,0.16,-0.08,-0.24
800,0,0.16,-0.16,-0.32
801,0.08,0.16,-0.08,-0.24
802,0,0.16,-0.16,-0.32
803,0.08,0.16,-0.08,-0.24
804,0,0.16,-0.16,-0.32
805,0.08,0.16,-0.08,-0.24
806,0,0.16,-0.16,-0.32
807,0.08,0.16,-0.08,-0.24
808,0,0.16,-0.16,-0.32
809,0.08,0.16,-0.08,-0.24
810,0,0.16,-0.16,-0.32
811,0.08,0.16,-0.08,-0.24
812,0,0.16,-0.16,-0.32
813,0.08,0.16,-0.08,-0.24
814,0,0.16,-0.16,-0.32
815,0.08,0.16,-0.08,-0.24
816,0,0.16,-0.16,-0.32
817,0.08,0.16,-0.08,-0.24
818,0,0.16,-0.16,-0.32
819,0.08,0.16,-0.08,-0.24
820,0,0.16,-0.16,-0.32
821,0.08,0.16,-0.08,-0.24
822,0,0.16,-0.16,-0.32
823,0.08,0.16,-0.08,-0.24
824,0,0.16,-0.16,-0.32
825,0.08,0.16,-0.08,-0.24
826,0,0.16,-0.16,-0.32
827,0.08,0.16,-0.08,-0.24
828,0,0.16,-0.16,-0.32
829,0.08,0.16,-0.08,-0.24
830,0,0.16,-0.16,-0.32
831,0.08,0.16,-0.08,-0.24
832,0,0.16,-0.16,-0.32
833,0.08,0.16,-0.08,-0.24
834,0,0.16,-0.16,-0.32
835,0.08,0.16,-0.08,-0.24
836,0,0.16,-0.16,-0.32
837,0.08,0.16,-0.08,-0.24
838,0,0.16,-0.16,-0.32
839,0.08,0.16,-0.08,-0.24
840,0,0.16,-0.16,-0.32
841,0.08,0.16,-0.08,-0.24
842,0,0.16,-0.16,-0.32
843,0.08,0.16,-0.08,-0.24
844,0,0.16,-0.16,-0.32
845,0.08,0.16,-0.08,-0.24
846,0,0.16,-0.16,-0.32
847,0.08,0.16,-0.08,-0.24
848,0,0.16,-0.16,-0.32
849,0.08,0.16,-0.08,-0.24
850,0,0.16,-0.16,-0.32
851,0.08,0.16,-0.08,-0.24
852,0,0.16,-0.16,-0.32
853,0.08,0.16,-0.08,-0.24
854,0,0.16,-0.16,-0.32
855,0.08,0.16,-0.08,-0.24
856,0,0.16,-0.16,-0.32
857,0.08,0.16,-0.08,-0.24
858,0,0.16,-0.16,-0.32
859,0.08,0.16,-0.08,-0.24
860,0,0.16,-0.16,-0.32
861,0.08,0.16,-0.08,-0.24
862,0,0.16,-0.16,-0.32
863,0.08,0.16,-0.08,-0.24
864,0,0.16,-0.16,-0.32
865,0.08,0.16,-0.08,-0.24
866,0,0.16,-0.16,-0.32
867,0.08,0.16,-0.08,-0.24
868,0,0.16,-0.16,-0.32
869,0.08,0.16,-0.08,-0.24
870,0,0.16,-0.16,-0.32
871,0.08,0.16,-0.08,-0.24
872,0,0.16,-0.16,-0.32
873,0.08,0.16,-0.08,-0.24
874,0,0.16,-0.16,-0.32
875,0.08,0.16,-0.08,-0.24
876,0,0.16,-0.16,-0.32
877,0.08,0.16,-0.08,-0.24
878,0,0.16,-0.16,-0.32
879,0.08,0.16,-0.08,-0.24
880,0,0.16,-0.16,-0.32
881,0.08,0.16,-0.08,-0.24
882,0,0.16,-0.16,-0.32
883,0.08,0.16,-0.08,-0.24
884,0,0.16,-0.16,-0.32
885,0.08,0.16,-0.08,-0.24
886,0,0.16,-0.16,-0.32
887,0.08,0.16,-0.08,-0.24
888,0,0.16,-0.16,-0.32
889,0.08,0.16,-0.08,-0.24
890,0,0.16,-0.16,-0.32
891,0.08,0.16,-0.08,-0.24
892,0,0.16,-0.16,-0.32
893,0.08,0.16,-0.08,-0.24
894,0,0.16,-0.16,-0.32
895,0.08,0.16,-0.08,-0.24
896,0,0.16,-0.16,-0.32
897,0.08,0.16,-0.08,-0.24
898,0,0.16,-0.16,-0.32
899,0.08,0.16,-0.08,-0.24
900,0,0.16,-0.16,-0.32
901,0.08,0.16,-0.08,-0.24
902,0,0.16,-0.16,-0.32
903,0.08,0.16,-0.08,-0.24
904,0,0.16,-0.16,-0.32
905,0.08,0.16,-0.08,-0.24
906,0,0.16,-0.16,-0.32
907,0.08,0.16,-0.08,-0.24
908,0,0.16,-0.16,-0.32
909,0.08,0.16,-0.08,-0.24
910,0,0.16,-0.16,-0.32
911,0.08,0.16,-0.08,-0.24
912,0,0.16,-0.16,-0.32
913,0.08,0.16,-0.08,-0.24
914,0,0.16,-0.16,-0.32
915,0.08,0.16,-0.08,-0.24
916,0,0.16,-0.16,-0.32
917,0.08,0.16,-0.08,-0.24
918,0,0.16,-0.16,-0.32
919,0.08,0.16,-0.08,-0.24
920,0,0.16,-0.16,-0.32
921,0.08,0.16,-0.08,-0.24
922,0,0.16,-0.16,-0.32
923,0.08,0.16,-0.08,-0.24
924,0,0.16,-0.16,-0.32
925,0.08,0.16,-0.08,-0.24
926,0,0.16,-0.16,-0.32
927,0.08,0.16,-0.08,-0.24
928,0,0.16,-0.16,-0.32
929,0.08,0.16,-0.08,-0.24
930,0,0.16,-0.16,-0.32
931,0.08,0.16,-0.08,-0.24
932,0,0.16,-0.16,-0.32
933,0.08,0.16,-0.08,-0.24
934,0,0.16,-0.16,-0.32
935,0.08,0.16,-0.08,-0.24
936,0,0.16,-0.16,-0.32
937,0.08,0.16,-0.08,-0.24
938,0,0.16,-0.16,-0.32
939,0.08,0.16,-0.08,-0.24
940,0,0.16,-0.16,-0.32
941,0.08,0.16,-0.08,-0.24
942,0,0.16,-0.16,-0.32
943,0.08,0.16,-0.08,-0.24
944,0,0.16,-0.16,-0.32
945,0.08,0.16,-0.08,-0.24
946,0,0.16,-0.16,-0.32
947,0.08,0.16,-0.08,-0.24
948,0,0.16,-0.16,-0.32
949,0.08,0.16,-0.08,-0.24
950,0,0.16,-0.16,-0.32
951,0.08,0.16,-0.08,-0.24
952,0,0.16,-0.16,-0.32
953,0.08,0.16,-0.08,-0.24
954,0,0.16,-0.16,-0.32
955,0.08,0.16,-0.08,-0.24
956,0,0.16,-0.16,-0.32
957,0.08,0.16,-0.08,-0.24
958,0,0.16,-0.16,-0.32
959,0.08,0.16,-0.08,-0.24
960,0,0.16,-0.16,-0.32
961,0.08,0.16,-0.08,-0.24
962,0,0.16,-0.16,-0.32
963,0.08,0.16,-0.08,-0.24
964,0,0.16,-0.16,-0.32
965,0.08,0.16,-0.08,-0.24
966,0,0.16,-0.16,-0.32
967,0.08,0.16,-0.08,-0.24
968,0,0.16,-0.16,-0.32
969,0.08,0.16,-0.08,-0.24
970,0,0.16,-0.16,-0.32
971,0.08,0.16,-0.08,-0.24
972,0,0.16,-0.16,-0.32
973,0.08,0.16,-0.08,-0.24
974,0,0.16,-0.16,-0.32
975,0.08,0.16,-0.08,-0.24
976,0,0.16,-0.16,-0.32
977,0.08,0.16,-0.08,-0.24
978,0,0.16,-0.16,-0.32
979,0.08,0.16,-0.08,-0.24
980,0,0.16,-0.16,-0.32
981,0.08,0.16,-0.08,-0.24
982,0,0.16,-0.16,-0.32
983,0.08,0.16,-0.08,-0.24
984,0,0.16,-0.16,-0.32
985,0.08,0.16,-0.08,-0.24
986,0,0.16,-0.16,-0.32
987,0.08,0.16,-0.08,-0.24
988,0,0.16,-0.16,-0.32
989,0.08,0.16,-0.08,-0.24
990,0,0.16,-0.16,-0.32
991,0.08,0.16,-0.08,-0.24
992,0,0.16,-0.16,-0.32
993,0.08,0.16,-0.08,-0.24
994,0,0.16,-0.16,-0.32
995,0.08,0.16,-0.08,-0.24
996,0,0.16,-0.16,-0.32
997,0.08,0.16,-0.08,-0.24
998,0,0.16,-0.16,-0.32
999,0.08,0.16,-0.08,-0.24
1000,0,0.16,-0.16,-0.32
